Basketball  646
1   Main Clock Time (mm:ss, ss.t)   5
6   Main Clock Time (mm:ss.t)   8
246	Guest Score - Game 3	2
248	Guest Score - Game 4	2
250	Guest Score - Game 5	2
252	Guest Score - Game 6	2
254	Guest Score - Game 7	2
256	Guest Score - Game 8	2
258	Guest Score - Game 9	2
260	Guest Score - Current Game	2
262	Home In-game Plyr 1-Status	1
263	Home In-game Plyr 1-Number	2
265	Home In-game Plyr 1-User Defined 1	2
267	Home In-game Plyr 1-User Defined 2	2
269	Home In-game Plyr 2-Status	1
270	Home In-game Plyr 2-Number	2
272	Home In-game Plyr 2-User Defined 1	2
274	Home In-game Plyr 2-User Defined 2	2
276	Home In-game Plyr 3-Status	1
277	Home In-game Plyr 3-Number	2
279	Home In-game Plyr 3-User Defined 1	2
281	Home In-game Plyr 3-User Defined 2	2
283	Home In-game Plyr 4-Status	1
284	Home In-game Plyr 4-Number	2
286	Home In-game Plyr 4-User Defined 1	2
288	Home In-game Plyr 4-User Defined 2	2
290	Home In-game Plyr 5-Status	1
291	Home In-game Plyr 5-Number	2
293	Home In-game Plyr 5-User Defined 1	2
295	Home In-game Plyr 5-User Defined 2	2
297	Home In-game Plyr 6-Status	1
298	Home In-game Plyr 6-Number	2
300	Home In-game Plyr 6-User Defined 1	2
302	Home In-game Plyr 6-User Defined 2	2
304	Home Roster Plyr 1-Status	1
305	Home Roster Plyr 1-Number	2
307	Home Roster Plyr 1-User Defined 1	2
309	Home Roster Plyr 1-User Defined 2	2
311	Home Roster Plyr 2-Status	1
312	Home Roster Plyr 2-Number	2
314	Home Roster Plyr 2-User Defined 1	2
316	Home Roster Plyr 2-User Defined 2	2
318	Home Roster Plyr 3-Status	1
319	Home Roster Plyr 3-Number	2
321	Home Roster Plyr 3-User Defined 1	2
323	Home Roster Plyr 3-User Defined 2	2
325	Home Roster Plyr 4-Status	1
326	Home Roster Plyr 4-Number	2
328	Home Roster Plyr 4-User Defined 1	2
330	Home Roster Plyr 4-User Defined 2	2
332	Home Roster Plyr 5-Status	1
333	Home Roster Plyr 5-Number	2
335	Home Roster Plyr 5-User Defined 1	2
337	Home Roster Plyr 5-User Defined 2	2
339	Home Roster Plyr 6-Status	1
340	Home Roster Plyr 6-Number	2
342	Home Roster Plyr 6-User Defined 1	2
344	Home Roster Plyr 6-User Defined 2	2
346	Home Roster Plyr 7-Status	1
347	Home Roster Plyr 7-Number	2
349	Home Roster Plyr 7-User Defined 1	2
351	Home Roster Plyr 7-User Defined 2	2
353	Home Roster Plyr 8-Status	1
354	Home Roster Plyr 8-Number	2
356	Home Roster Plyr 8-User Defined 1	2
358	Home Roster Plyr 8-User Defined 2	2
360	Home Roster Plyr 9-Status	1
361	Home Roster Plyr 9-Number	2
363	Home Roster Plyr 9-User Defined 1	2
365	Home Roster Plyr 9-User Defined 2	2
367	Home Roster Plyr 10-Status	1
368	Home Roster Plyr 10-Number	2
370	Home Roster Plyr 10-User Defined 1	2
372	Home Roster Plyr 10-User Defined 2	2
374	Home Roster Plyr 11-Status	1
375	Home Roster Plyr 11-Number	2
377	Home Roster Plyr 11-User Defined 1	2
379	Home Roster Plyr 11-User Defined 2	2
381	Home Roster Plyr 12-Status	1
382	Home Roster Plyr 12-Number	2
384	Home Roster Plyr 12-User Defined 1	2
386	Home Roster Plyr 12-User Defined 2	2
388	Home Roster Plyr 13-Status	1
389	Home Roster Plyr 13-Number	2
391	Home Roster Plyr 13-User Defined 1	2
393	Home Roster Plyr 13-User Defined 2	2
395	Home Roster Plyr 14-Status	1
396	Home Roster Plyr 14-Number	2
398	Home Roster Plyr 14-User Defined 1	2
400	Home Roster Plyr 14-User Defined 2	2
402	Home Roster Plyr 15-Status	1
403	Home Roster Plyr 15-Number	2
405	Home Roster Plyr 15-User Defined 1	2
407	Home Roster Plyr 15-User Defined 2	2
409	Home Aces	4
413	Home Kills	4
417	Home Blocks	4
421	Home Digs	4
425	Home Total Hustle	4
429	Guest In-game Plyr 1-Status	1
430	Guest In-game Plyr 1-Number	2
432	Guest In-game Plyr 1-User Defined 1	2
434	Guest In-game Plyr 1-User Defined 2	2
436	Guest In-game Plyr 2-Status	1
437	Guest In-game Plyr 2-Number	2
439	Guest In-game Plyr 2-User Defined 1	2
441	Guest In-game Plyr 2-User Defined 2	2
443	Guest In-game Plyr 3-Status	1
444	Guest In-game Plyr 3-Number	2
446	Guest In-game Plyr 3-User Defined 1	2
448	Guest In-game Plyr 3-User Defined 2	2
450	Guest In-game Plyr 4-Status	1
451	Guest In-game Plyr 4-Number	2
453	Guest In-game Plyr 4-User Defined 1	2
455	Guest In-game Plyr 4-User Defined 2	2
457	Guest In-game Plyr 5-Status	1
458	Guest In-game Plyr 5-Number	2
460	Guest In-game Plyr 5-User Defined 1	2
462	Guest In-game Plyr 5-User Defined 2	2
464	Guest In-game Plyr 6-Status	1
